104,2000,NaN,NaN
103.72,2000,2000,5.1756
103.42,2000,2000,5.1021
103.14,2000,2000,5.0584
102.85,2000,2000,5.0136
102.5,2000,2000,4.9673
102.1,2000,2000,4.9116
101.68,2000,2000,4.849
101.29,2000,2000,4.8258
100.89,2000,2000,4.8069
100.47,2000,2000,4.7982
100.05,2000,2000,4.7521
99.519,2000,2000,4.7714
98.911,2000,2000,4.7596
98.35,2000,2000,4.7099
97.804,2000,2000,4.6643
97.22,2000,2000,4.6469
96.636,2000,2000,4.6329
96.076,2000,2000,4.6281
95.489,2000,2000,4.6486
94.919,2000,2000,4.6544
94.483,2000,2000,4.8601
94.053,2000,2000,4.8436
93.46,2000,2000,4.7497
92.878,2000,2000,4.6476
92.251,2000,2000,4.5955
91.612,2000,2000,4.5853
90.99,2000,2000,4.5324
90.383,2000,2000,4.5022
89.916,2000,2000,4.6
89.406,2000,2000,4.734
88.849,1810.1,2000,4.8344
88.533,1413.4,1810.1,5.2418
88.325,1152.4,1413.4,5.6113
88.298,1117.9,1152.4,4.9928
88.174,962.73,1117.9,4.6978
88.126,902.39,962.73,4.3047
88.315,1140,902.39,4.0855
88.54,1422,1140,4.4878
88.435,1290.3,1422,4.5494
88.276,1091.4,1290.3,4.2862
88.174,962.2,1091.4,3.9933
88.086,852.38,962.2,3.8275
88.095,863.51,852.38,3.7089
88.044,799.05,863.51,3.6568
88.053,810.41,799.05,3.5841
88.041,795.16,810.41,3.5653
88.01,757.3,795.16,3.5333
88.059,818.33,757.3,3.5123
88,744.03,818.33,3.5608
87.969,704.84,744.03,3.4861
88.1,869.47,704.84,3.4394
88.319,1144.7,869.47,3.8332
88.416,1266.7,1144.7,4.0645
88.384,1226.3,1266.7,3.9942
88.25,1058.7,1226.3,3.9269
88.142,922.9,1058.7,3.7393
88.117,890.92,922.9,3.6059
88.099,868.19,890.92,3.5744
88.064,824.61,868.19,3.489
88.048,804.24,824.61,3.4283
88.033,785.55,804.24,3.4153
88.004,748.84,785.55,3.412
87.996,738.98,748.84,3.3488
88.016,763.92,738.98,3.3645
88.13,907.84,763.92,3.6673
88.093,860.95,907.84,3.8604
88.071,833.21,860.95,3.7386
88.02,768.96,833.21,3.5692
88.014,761.87,768.96,3.4602
88.002,746.29,761.87,3.3999
87.941,670.59,746.29,3.3937
87.959,692.96,670.59,3.2857
87.951,682.31,692.96,3.2649
87.919,642.92,682.31,3.2339
87.922,645.83,642.92,3.185
87.926,650.93,645.83,3.1871
87.982,721.49,650.93,3.2521
87.969,704.76,721.49,3.3282
87.955,687.13,704.76,3.3261
87.927,652.85,687.13,3.3347
87.896,613.08,652.85,3.3044
87.889,605.19,613.08,3.2661
87.883,597.22,605.19,3.237
87.879,592.08,597.22,3.2346
87.87,580.63,592.08,3.2137
87.854,560.95,580.63,3.146
87.882,595.88,560.95,3.0866
87.904,623.74,595.88,3.1832
87.855,561.97,623.74,3.2522
87.865,574.1,561.97,3.2104
87.83,531.3,574.1,3.193
87.852,558.15,531.3,3.2465
87.828,528.84,558.15,3.2339
87.85,555.31,528.84,3.1608
87.849,554.38,555.31,3.0753
87.868,579.03,554.38,3.1554
87.822,520.61,579.03,3.1537
87.858,565.76,520.61,3.1101
87.859,566.64,565.76,3.0588
87.89,606.07,566.64,3.0367
87.946,676.52,606.07,3.2157
87.948,679,676.52,3.1623
87.882,596.39,679,3.1173
87.94,668.75,596.39,3.0842
87.926,651.12,668.75,3.2256
87.859,567.71,651.12,3.2087
87.873,584.3,567.71,3.2049
87.883,597.62,584.3,3.2566
87.847,552.31,597.62,3.2156
87.835,536.42,552.31,3.1279
87.803,496.24,536.42,3.0873
87.809,504.62,496.24,3.0058
87.778,465.72,504.62,2.9725
87.803,497.25,465.72,2.9178
87.78,467.87,497.25,2.9318
87.778,465.83,467.87,2.8962
87.786,475.92,465.83,2.9158
87.777,464.58,475.92,2.885
87.763,447.08,464.58,2.8728
87.737,413.55,447.08,2.8646
87.74,418.14,413.55,2.8261
